ID_field,ID,FieldN,FieldN_2,Day_swab,Treatment,TotalInitialDoseZoosporesPermL,StrainSpecificInitialDoseZoosporesPermL,Lineage_type,Lineage,Strains,StrainID,Mortality_percentage,Cleared_percentage,Total_Bd_quantity,Number_of_lineages,DNA,VICqtyGPL,VICqtyHyb,FAMqtyBZ,GPL_pg,Brazil_pg,Hybrid,TotalBd,Susceptible,Infected,Dead
341#,341,#,S1,21,Coinfected,2980000,1490000,R Coinfection,B41xH,41_24,E1-R,,,,,Mtr,0.006238454,0.003291075,0.00739017,0,7.390170396,3.29107546,10.68124586,0,1,0
341F,341,F,S2,76,Coinfected,2980000,1490000,R Coinfection,B41xH,41_24,E1-R,,,,,Mtr,0,0,0.002369861,0,2.369860804,0,2.369860804,0,1,0
19#,19,#,S1,21,Coinfected,2980000,1490000,R Coinfection,B172xH,172_24,E2-R,,,,,Mtr,0.006750437,0.003550301,0.015379881,0,15.37988082,3.550300936,18.93018175,0,1,0
19M,19,M,S2,40,Coinfected,2980000,1490000,R Coinfection,B172xH,172_24,E2-R,,,,,Mtr,0.367892444,0.165714344,0.153943522,0,153.9435223,165.7143442,319.6578665,0,1,1
38#,38,#,S1,21,Coinfected,2980000,1490000,R Coinfection,B172xH,172_24,E2-R,,,,,Mtr,0.001258855,0.000706603,0.002242846,0,2.242845682,0.706602809,2.949448491,0,1,0
38M,38,M,S2,37,Coinfected,2980000,1490000,R Coinfection,B172xH,172_24,E2-R,,,,,Mtr,0,0,0.114318487,0,114.3184866,0,114.3184866,0,1,1
43#,43,#,S1,21,Coinfected,2980000,1490000,R Coinfection,B172xH,172_24,E2-R,,,,,Mtr,0,0,0.000492073,0,0.492072855,0,0.492072855,0,1,0
43M,43,M,S2,48,Coinfected,2980000,1490000,R Coinfection,B172xH,172_24,E2-R,,,,,Mtr,0.108221988,0.051115128,0.067830847,0,67.83084663,51.1151276,118.9459742,0,1,1
91#,91,#,S1,21,Coinfected,2980000,1490000,R Coinfection,B172xH,172_24,E2-R,,,,,Mtr,0,0,0.001641103,0,1.641103438,0,1.641103438,0,1,0
91M,91,M,S2,39,Coinfected,2980000,1490000,R Coinfection,B172xH,172_24,E2-R,,,,,Mtr,0.453589538,0.202664548,0.207721581,0,207.7215812,202.6645479,410.3861291,0,1,1
134#,134,#,S1,21,Coinfected,2980000,1490000,R Coinfection,B172xH,172_24,E2-R,,,,,Mtr,0.00041989,0.000245932,0.001019947,0,1.01994659,0.245932155,1.265878745,0,1,0
134M,134,M,S2,64,Coinfected,2980000,1490000,R Coinfection,B172xH,172_24,E2-R,,,,,Mtr,0,0,0.130845286,0,130.8452862,0,130.8452862,0,1,1
136#,136,#,S1,21,Coinfected,2980000,1490000,R Coinfection,B172xH,172_24,E2-R,,,,,Mtr,0.000240731,0.000144071,0.000686191,0,0.686191488,0.144070703,0.83026219,0,1,0
136M,136,M,S2,44,Coinfected,2980000,1490000,R Coinfection,B172xH,172_24,E2-R,,,,,Mtr,0,0,0.232382681,0,232.3826809,0,232.3826809,0,1,1
181#,181,#,S1,21,Coinfected,2980000,1490000,R Coinfection,B172xH,172_24,E2-R,,,,,Mtr,0.001685344,0.000935357,0.001217047,0,1.217047431,0.935356847,2.152404277,0,1,0
181F,181,F,S2,76,Coinfected,2980000,1490000,R Coinfection,B172xH,172_24,E2-R,,,,,Mtr,0.005436987,0.00288359,0.00626026,0,6.26025996,2.883590344,9.143850304,0,1,0
252#,252,#,S1,21,Coinfected,2980000,1490000,R Coinfection,B172xH,172_24,E2-R,,,,,Mtr,0.000629005,0.000362687,0.001060471,0,1.060471231,0.362686542,1.423157774,0,1,0
252F,252,F,S2,76,Coinfected,2980000,1490000,R Coinfection,B172xH,172_24,E2-R,,,,,Mtr,0,0,0.007291543,0,7.291543407,0,7.291543407,0,1,0
260#,260,#,S1,21,Coinfected,2980000,1490000,R Coinfection,B172xH,172_24,E2-R,,,,,Mtr,0.000126927,7.79E-05,0.000441036,0,0.441036231,0,0.441036231,0,1,0
260F,260,F,S2,76,Coinfected,2980000,1490000,R Coinfection,B172xH,172_24,E2-R,,,,,Mtr,0,0,0.002419731,0,2.419730883,0,2.419730883,0,1,0
264#,264,#,S1,21,Coinfected,2980000,1490000,R Coinfection,B172xH,172_24,E2-R,,,,,Mtr,0.00040719,0.000238778,0.001266254,0,1.266253662,0.23877786,1.505031522,0,1,0
264M,264,M,S2,53,Coinfected,2980000,1490000,R Coinfection,B172xH,172_24,E2-R,,,,,Mtr,0,0,0,0,0,0,0,1,0,1
266#,266,#,S1,21,Coinfected,2980000,1490000,R Coinfection,B172xH,172_24,E2-R,,,,,Mtr,0.00014513,8.86E-05,0.000536257,0,0.53625743,0,0.53625743,0,1,0
266F,266,F,S2,76,Coinfected,2980000,1490000,R Coinfection,B172xH,172_24,E2-R,,,,,Mtr,0,0,0.001883409,0,1.88340868,0,1.88340868,0,1,0
271#,271,#,S1,21,Coinfected,2980000,1490000,R Coinfection,B172xH,172_24,E2-R,,,,,Mtr,0.000284435,0.000169129,0.001241824,0,1.241823813,0.169129135,1.410952948,0,1,0
271M,271,M,S2,51,Coinfected,2980000,1490000,R Coinfection,B172xH,172_24,E2-R,,,,,Mtr,0,0,0,0,0,0,0,1,0,1
290#,290,#,S1,21,Coinfected,2980000,1490000,R Coinfection,B172xH,172_24,E2-R,,,,,Mtr,0.000242418,0.000145041,0.001308629,0,1.308628672,0.145040603,1.453669275,0,1,0
290F,290,F,S2,76,Coinfected,2980000,1490000,R Coinfection,B172xH,172_24,E2-R,,,,,Mtr,0,0,3.85E-05,0,0,0,0,1,0,0
320#,320,#,S1,21,Coinfected,2980000,1490000,R Coinfection,B172xH,172_24,E2-R,,,,,Mtr,0.000213945,0.000128626,0.000417118,0,0.417118136,0.128626479,0.545744615,0,1,0
320M,320,M,S2,56,Coinfected,2980000,1490000,R Coinfection,B172xH,172_24,E2-R,,,,,Mtr,0.005721206,0.003028344,0.038605533,0,38.60553281,3.028343943,41.63387675,0,1,1
322#,322,#,S1,21,Coinfected,2980000,1490000,R Coinfection,B172xH,172_24,E2-R,,,,,Mtr,0.000166989,0.000101365,0.000626699,0,0.626699238,0.101364556,0.728063795,0,1,0
322M,322,M,S2,69,Coinfected,2980000,1490000,R Coinfection,B172xH,172_24,E2-R,,,,,Mtr,0,0,0.143748389,0,143.7483894,0,143.7483894,0,1,1
330#,330,#,S1,21,Coinfected,2980000,1490000,R Coinfection,B172xH,172_24,E2-R,,,,,Mtr,0.000753646,0.000431521,0.000713935,0,0.713934775,0.431521104,1.145455879,0,1,0
330M,330,M,S2,42,Coinfected,2980000,1490000,R Coinfection,B172xH,172_24,E2-R,,,,,Mtr,0.029896992,0.01484272,0.009424704,0,9.424703781,14.84271989,24.26742367,0,1,1
13#,13,#,S1,21,Coinfected,2980000,1490000,R Coinfection,GPL168xH,168_24,P1-R,,,,,Mtr,0.063138028,0.030450513,0,63.13802822,0,0,63.13802822,0,1,0
13M,13,M,S2,37,Coinfected,2980000,1490000,R Coinfection,GPL168xH,168_24,P1-R,,,,,Mtr,0.863896558,0.376472148,0,863.896558,0,0,863.896558,0,1,1
35#,35,#,S1,21,Coinfected,2980000,1490000,R Coinfection,GPL168xH,168_24,P1-R,,,,,Mtr,0.03203601,0.015862123,0,32.03600951,0,0,32.03600951,0,1,0
35M,35,M,S2,33,Coinfected,2980000,1490000,R Coinfection,GPL168xH,168_24,P1-R,,,,,Mtr,0.014058293,0.007186517,0,14.05829271,0,0,14.05829271,0,1,1
57#,57,#,S1,21,Coinfected,2980000,1490000,R Coinfection,GPL168xH,168_24,P1-R,,,,,Mtr,0.023449554,0.011751924,0,23.4495544,0,0,23.4495544,0,1,0
57M,57,M,S2,35,Coinfected,2980000,1490000,R Coinfection,GPL168xH,168_24,P1-R,,,,,Mtr,0.779650721,0.341112935,0,779.6507211,0,0,779.6507211,0,1,1
83#,83,#,S1,21,Coinfected,2980000,1490000,R Coinfection,GPL168xH,168_24,P1-R,,,,,Mtr,0.034065501,0.01682689,0,34.06550105,0,0,34.06550105,0,1,0
83M,83,M,S2,35,Coinfected,2980000,1490000,R Coinfection,GPL168xH,168_24,P1-R,,,,,Mtr,0.582354373,0.2576892,0,582.3543728,0,0,582.3543728,0,1,1
89#,89,#,S1,21,Coinfected,2980000,1490000,R Coinfection,GPL168xH,168_24,P1-R,,,,,Mtr,0.013193098,0.006760857,0,13.19309813,0,0,13.19309813,0,1,0
89F,89,F,S2,76,Coinfected,2980000,1490000,R Coinfection,GPL168xH,168_24,P1-R,,,,,Mtr,8.34E-05,5.20E-05,0,0,0,0,0,1,0,0
157#,157,#,S1,21,Coinfected,2980000,1490000,R Coinfection,GPL168xH,168_24,P1-R,,,,,Mtr,0.134553611,0.063017887,0,134.5536105,0,0,134.5536105,0,1,0
157M,157,M,S2,30,Coinfected,2980000,1490000,R Coinfection,GPL168xH,168_24,P1-R,,,,,Mtr,0.158316836,0.073681463,0,158.3168356,0,0,158.3168356,0,1,1
178#,178,#,S1,21,Coinfected,2980000,1490000,R Coinfection,GPL168xH,168_24,P1-R,,,,,Mtr,0.006273388,0.003308788,0,6.273387612,0,0,6.273387612,0,1,0
178M,178,M,S2,41,Coinfected,2980000,1490000,R Coinfection,GPL168xH,168_24,P1-R,,,,,Mtr,0.173475645,0.080450848,0,173.475645,0,0,173.475645,0,1,1
229#,229,#,S1,21,Coinfected,2980000,1490000,R Coinfection,GPL168xH,168_24,P1-R,,,,,Mtr,0.009979082,0.005169456,0,9.979081703,0,0,9.979081703,0,1,0
229F,229,F,S2,76,Coinfected,2980000,1490000,R Coinfection,GPL168xH,168_24,P1-R,,,,,Mtr,0,0,0,0,0,0,0,1,0,0
230#,230,#,S1,21,Coinfected,2980000,1490000,R Coinfection,GPL168xH,168_24,P1-R,,,,,Mtr,0.000981878,0.000556467,0,0.981878426,0,0,0.981878426,0,1,0
230F,230,F,S2,76,Coinfected,2980000,1490000,R Coinfection,GPL168xH,168_24,P1-R,,,,,Mtr,0.00053721,0.000311657,0,0.537210256,0,0,0.537210256,0,1,0
248#,248,#,S1,21,Coinfected,2980000,1490000,R Coinfection,GPL168xH,168_24,P1-R,,,,,Mtr,0.001498859,0.000835648,0,1.498859355,0,0,1.498859355,0,1,0
248F,248,F,S2,76,Coinfected,2980000,1490000,R Coinfection,GPL168xH,168_24,P1-R,,,,,Mtr,1.81E-05,1.20E-05,2.94E-06,0,0,0,0,1,0,0
257#,257,#,S1,21,Coinfected,2980000,1490000,R Coinfection,GPL168xH,168_24,P1-R,,,,,Mtr,0.007970385,0.004165015,0,7.970385474,0,0,7.970385474,0,1,0
257M,257,M,S2,56,Coinfected,2980000,1490000,R Coinfection,GPL168xH,168_24,P1-R,,,,,Mtr,0,0,0,0,0,0,0,1,0,1
281#,281,#,S1,21,Coinfected,2980000,1490000,R Coinfection,GPL168xH,168_24,P1-R,,,,,Mtr,0.008630528,0.004496093,0,8.630527623,0,0,8.630527623,0,1,0
281M,281,M,S2,41,Coinfected,2980000,1490000,R Coinfection,GPL168xH,168_24,P1-R,,,,,Mtr,0.165896612,0.077069319,0,165.896612,0,0,165.896612,0,1,1
312#,312,#,S1,21,Coinfected,2980000,1490000,R Coinfection,GPL168xH,168_24,P1-R,,,,,Mtr,0.003512306,0.001894619,0,3.512305927,0,0,3.512305927,0,1,0
312F,312,F,S2,76,Coinfected,2980000,1490000,R Coinfection,GPL168xH,168_24,P1-R,,,,,Mtr,2.49E-06,1.78E-06,0,0,0,0,0,1,0,0
334#,334,#,S1,21,Coinfected,2980000,1490000,R Coinfection,GPL168xH,168_24,P1-R,,,,,Mtr,0.007729317,0.004043852,0,7.729317409,0,0,7.729317409,0,1,0
334F,334,F,S2,76,Coinfected,2980000,1490000,R Coinfection,GPL168xH,168_24,P1-R,,,,,Mtr,8.74E-05,5.44E-05,0,0,0,0,0,1,0,0
1#,1,#,S1,21,Coinfected,2980000,1490000,R Coinfection,GPL198xH,198_24,P2-R,,,,,Mtr,0.017296782,0.008771259,0,17.29678235,0,0,17.29678235,0,1,0
1M,1,M,S2,35,Coinfected,2980000,1490000,R Coinfection,GPL198xH,198_24,P2-R,,,,,Mtr,0.355026443,0.160139732,0,355.0264427,0,0,355.0264427,0,1,1
18#,18,#,S1,21,Coinfected,2980000,1490000,R Coinfection,GPL198xH,198_24,P2-R,,,,,Mtr,0.048972002,0.023852166,0,48.97200214,0,0,48.97200214,0,1,0
18M,18,M,S2,33,Coinfected,2980000,1490000,R Coinfection,GPL198xH,198_24,P2-R,,,,,Mtr,0.124348478,0.058416632,0,124.3484784,0,0,124.3484784,0,1,1
21#,21,#,S1,21,Coinfected,2980000,1490000,R Coinfection,GPL198xH,198_24,P2-R,,,,,Mtr,0.019179184,0.009686971,0,19.17918375,0,0,19.17918375,0,1,0
21M,21,M,S2,31,Coinfected,2980000,1490000,R Coinfection,GPL198xH,198_24,P2-R,,,,,Mtr,0.423895101,0.189894652,0,423.8951006,0,0,423.8951006,0,1,1
50#,50,#,S1,21,Coinfected,2980000,1490000,R Coinfection,GPL198xH,198_24,P2-R,,,,,Mtr,0.008721365,0.004541571,0,8.721364846,0,0,8.721364846,0,1,0
50M,50,M,S2,32,Coinfected,2980000,1490000,R Coinfection,GPL198xH,198_24,P2-R,,,,,Mtr,0.737822649,0.323502915,0,737.8226488,0,0,737.8226488,0,1,1
51#,51,#,S1,21,Coinfected,2980000,1490000,R Coinfection,GPL198xH,198_24,P2-R,,,,,Mtr,0,0,0,0,0,0,0,1,0,0
51M,51,M,S2,32,Coinfected,2980000,1490000,R Coinfection,GPL198xH,198_24,P2-R,,,,,Mtr,0.262239259,0.119683657,0,262.2392585,0,0,262.2392585,0,1,1
58#,58,#,S1,21,Coinfected,2980000,1490000,R Coinfection,GPL198xH,198_24,P2-R,,,,,Mtr,0.032554471,0.016108806,0,32.55447128,0,0,32.55447128,0,1,0
58M,58,M,S2,32,Coinfected,2980000,1490000,R Coinfection,GPL198xH,198_24,P2-R,,,,,Mtr,0.082029245,0.039162167,0,82.0292453,0,0,82.0292453,0,1,1
68#,68,#,S1,21,Coinfected,2980000,1490000,R Coinfection,GPL198xH,198_24,P2-R,,,,,Mtr,0.009630091,0.004995556,0,9.630091444,0,0,9.630091444,0,1,0
68M,68,M,S2,36,Coinfected,2980000,1490000,R Coinfection,GPL198xH,198_24,P2-R,,,,,Mtr,0.236500961,0.10836993,0,236.5009605,0,0,236.5009605,0,1,1
107#,107,#,S1,21,Coinfected,2980000,1490000,R Coinfection,GPL198xH,198_24,P2-R,,,,,Mtr,0.002141242,0.001177402,0,2.14124172,0,0,2.14124172,0,1,0
107M,107,M,S2,44,Coinfected,2980000,1490000,R Coinfection,GPL198xH,198_24,P2-R,,,,,Mtr,0.356019071,0.160570096,0,356.0190713,0,0,356.0190713,0,1,1
149#,149,#,S1,21,Coinfected,2980000,1490000,R Coinfection,GPL198xH,198_24,P2-R,,,,,Mtr,0.002088106,0.001149304,0,2.088106462,0,0,2.088106462,0,1,0
149M,149,M,S2,38,Coinfected,2980000,1490000,R Coinfection,GPL198xH,198_24,P2-R,,,,,Mtr,0.153528468,0.07153803,0,153.5284683,0,0,153.5284683,0,1,1
169#,169,#,S1,21,Coinfected,2980000,1490000,R Coinfection,GPL198xH,198_24,P2-R,,,,,Mtr,0.00359164,0.001935738,0,3.591640282,0,0,3.591640282,0,1,0
169M,169,M,S2,50,Coinfected,2980000,1490000,R Coinfection,GPL198xH,198_24,P2-R,,,,,Mtr,0.097941424,0.046438732,0,97.94142354,0,0,97.94142354,0,1,1
188#,188,#,S1,21,Coinfected,2980000,1490000,R Coinfection,GPL198xH,198_24,P2-R,,,,,Mtr,0.020508392,0.010331459,0,20.50839207,0,0,20.50839207,0,1,0
188M,188,M,S2,33,Coinfected,2980000,1490000,R Coinfection,GPL198xH,198_24,P2-R,,,,,Mtr,0.645281181,0.284400845,0,645.2811812,0,0,645.2811812,0,1,1
193#,193,#,S1,21,Coinfected,2980000,1490000,R Coinfection,GPL198xH,198_24,P2-R,,,,,Mtr,0.002198796,0.001207808,0,2.1987965,0,0,2.1987965,0,1,0
193F,193,F,S2,76,Coinfected,2980000,1490000,R Coinfection,GPL198xH,198_24,P2-R,,,,,Mtr,6.24E-06,4.30E-06,6.16E-06,0,0,0,0,1,0,0
268#,268,#,S1,21,Coinfected,2980000,1490000,R Coinfection,GPL198xH,198_24,P2-R,,,,,Mtr,0.000123518,7.59E-05,0,0.123518021,0,0,0.123518021,0,1,0
268F,268,F,S2,76,Coinfected,2980000,1490000,R Coinfection,GPL198xH,198_24,P2-R,,,,,Mtr,0,0,2.35E-07,0,0,0,0,1,0,0
277#,277,#,S1,21,Coinfected,2980000,1490000,R Coinfection,GPL198xH,198_24,P2-R,,,,,Mtr,0.000771746,0.000441478,0,0.771745726,0,0,0.771745726,0,1,0
277F,277,F,S2,76,Coinfected,2980000,1490000,R Coinfection,GPL198xH,198_24,P2-R,,,,,Mtr,2.84E-06,2.02E-06,1.63E-06,0,0,0,0,1,0,0
324#,324,#,S1,21,Coinfected,2980000,1490000,R Coinfection,GPL198xH,198_24,P2-R,,,,,Mtr,0.000115593,7.12E-05,0,0.115593117,0,0,0.115593117,0,1,0
324F,324,F,S2,76,Coinfected,2980000,1490000,R Coinfection,GPL198xH,198_24,P2-R,,,,,Mtr,2.87E-06,2.04E-06,4.85E-06,0,0,0,0,1,0,0
26#,26,#,S1,21,Single,2980000,2980000,Recombinant,R,24,R,,,,,Mtr,0.052183553,0.025353886,0,0,0,25.3538855,25.3538855,0,1,0
26M,26,M,S2,31,Single,2980000,2980000,Recombinant,R,24,R,,,,,Mtr,0.213885169,0.098389399,0,0,0,98.38939883,98.38939883,0,1,1
47#,47,#,S1,21,Single,2980000,2980000,Recombinant,R,24,R,,,,,Mtr,0.052147142,0.02533688,0,0,0,25.33687988,25.33687988,0,1,0
47M,47,M,S2,37,Single,2980000,2980000,Recombinant,R,24,R,,,,,Mtr,1.102962968,0.47612408,0,0,0,476.1240804,476.1240804,0,1,1
64#,64,#,S1,21,Single,2980000,2980000,Recombinant,R,24,R,,,,,Mtr,0.022661085,0.01137184,0,0,0,11.37184049,11.37184049,0,1,0
64M,64,M,S2,44,Single,2980000,2980000,Recombinant,R,24,R,,,,,Mtr,0.424191086,0.190022106,0,0,0,190.0221056,190.0221056,0,1,1
74#,74,#,S1,21,Single,2980000,2980000,Recombinant,R,24,R,,,,,Mtr,0.041274178,0.020236562,0,0,0,20.2365615,20.2365615,0,1,0
74M,74,M,S2,35,Single,2980000,2980000,Recombinant,R,24,R,,,,,Mtr,0.537060286,0.238393667,0,0,0,238.393667,238.393667,0,1,1
106#,106,#,S1,21,Single,2980000,2980000,Recombinant,R,24,R,,,,,Mtr,0.055180406,0.026751978,0,0,0,26.75197849,26.75197849,0,1,0
106M,106,M,S2,35,Single,2980000,2980000,Recombinant,R,24,R,,,,,Mtr,0.45327304,0.202528615,0,0,0,202.5286146,202.5286146,0,1,1
121#,121,#,S1,21,Single,2980000,2980000,Recombinant,R,24,R,,,,,Mtr,0.016726866,0.008493274,0,0,0,8.493273725,8.493273725,0,1,0
121M,121,M,S2,49,Single,2980000,2980000,Recombinant,R,24,R,,,,,Mtr,0.293019858,0.133157681,0,0,0,133.1576806,133.1576806,0,1,1
135#,135,#,S1,21,Single,2980000,2980000,Recombinant,R,24,R,,,,,Mtr,0.011197183,0.005774635,0,0,0,5.77463534,5.77463534,0,1,0
135M,135,M,S2,45,Single,2980000,2980000,Recombinant,R,24,R,,,,,Mtr,0.076712692,0.036719187,0,0,0,36.71918718,36.71918718,0,1,1
142#,142,#,S1,21,Single,2980000,2980000,Recombinant,R,24,R,,,,,Mtr,0.010926947,0.005640607,0,0,0,5.640606907,5.640606907,0,1,0
142F,142,F,S2,76,Single,2980000,2980000,Recombinant,R,24,R,,,,,Mtr,3.83E-07,2.94E-07,0,0,0,0,0,1,0,0
145#,145,#,S1,21,Single,2980000,2980000,Recombinant,R,24,R,,,,,Mtr,0.002165289,0.00119011,0,0,0,1.19011014,1.19011014,0,1,0
145M,145,M,S2,46,Single,2980000,2980000,Recombinant,R,24,R,,,,,Mtr,0.007203175,0.003778893,0,0,0,3.778893464,3.778893464,0,1,1
196#,196,#,S1,21,Single,2980000,2980000,Recombinant,R,24,R,,,,,Mtr,0.015741327,0.008011687,0,0,0,8.011687356,8.011687356,0,1,0
196M,196,M,S2,40,Single,2980000,2980000,Recombinant,R,24,R,,,,,Mtr,0.339752646,0.153511666,0,0,0,153.5116655,153.5116655,0,1,1
199#,199,#,S1,21,Single,2980000,2980000,Recombinant,R,24,R,,,,,Mtr,0.139624556,0.065299165,0,0,0,65.29916512,65.29916512,0,1,0
199M,199,M,S2,32,Single,2980000,2980000,Recombinant,R,24,R,,,,,Mtr,0.168581436,0.078267875,0,0,0,78.2678749,78.2678749,0,1,1
227#,227,#,S1,21,Single,2980000,2980000,Recombinant,R,24,R,,,,,Mtr,0.146411558,0.068347448,0,0,0,68.34744799,68.34744799,0,1,0
227M,227,M,S2,34,Single,2980000,2980000,Recombinant,R,24,R,,,,,Mtr,0.252891598,0.115579937,0,0,0,115.5799367,115.5799367,0,1,1
241#,241,#,S1,21,Single,2980000,2980000,Recombinant,R,24,R,,,,,Mtr,0.038599079,0.018974182,0,0,0,18.97418205,18.97418205,0,1,0
241M,241,M,S2,44,Single,2980000,2980000,Recombinant,R,24,R,,,,,Mtr,0.211067323,0.097143077,0,0,0,97.14307661,97.14307661,0,1,1
285#,285,#,S1,21,Single,2980000,2980000,Recombinant,R,24,R,,,,,Mtr,0.004528303,0.002418738,0,0,0,2.418737774,2.418737774,0,1,0
285M,285,M,S2,45,Single,2980000,2980000,Recombinant,R,24,R,,,,,Mtr,0.164972818,0.076656746,0,0,0,76.65674631,76.65674631,0,1,1
292#,292,#,S1,21,Single,2980000,2980000,Recombinant,R,24,R,,,,,Mtr,0.009875145,0.00511769,0,0,0,5.117689765,5.117689765,0,1,0
292F,292,F,S2,76,Single,2980000,2980000,Recombinant,R,24,R,,,,,Mtr,2.94E-06,2.09E-06,7.87E-06,0,0,0,0,1,0,0
302#,302,#,S1,21,Single,2980000,2980000,Recombinant,R,24,R,,,,,Mtr,0.004428279,0.00236736,0,0,0,2.367359614,2.367359614,0,1,0
302F,302,F,S2,76,Single,2980000,2980000,Recombinant,R,24,R,,,,,Mtr,6.69E-06,4.60E-06,1.18E-06,0,0,0,0,1,0,0
32#,32,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_41_24  ,P1-E1-R,,,,3,Mtr,0.025127282,0.012559051,0,25.127282,0,0,25.127282,0,1,0
32M,32,M,S2,34,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_41_24  ,P1-E1-R,,,,3,Mtr,0.263523708,0.120247096,0,263.523708,0,0,263.523708,0,1,1
37#,37,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_41_24  ,P1-E1-R,,,,3,Mtr,0.030423279,0.01509379,0,30.423279,0,0,30.423279,0,1,0
37M,37,#,S2,30,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_41_24  ,P1-E1-R,,,,3,Mtr,0.297346619,0.135047161,0,297.346619,0,0,297.346619,0,1,1
53#,53,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_41_24  ,P1-E1-R,,,,3,Mtr,0.048225725,0.02350267,0,48.225725,0,0,48.225725,0,1,0
53M,53,M,S2,32,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_41_24  ,P1-E1-R,,,,3,Mtr,0.081629424,0.038978666,0,81.629424,0,0,81.629424,0,1,1
73#,73,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_41_24  ,P1-E1-R,,,,3,Mtr,0.068558546,0.03295937,0,68.558546,0,0,68.558546,0,1,0
73M,73,M,S2,30,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_41_24  ,P1-E1-R,,,,3,Mtr,0.205686033,0.094761154,0,205.686033,0,0,205.686033,0,1,1
103#,103,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_41_24  ,P1-E1-R,,,,3,Mtr,0.033593246,0.016602596,0,33.593246,0,0,33.593246,0,1,0
103M,103,M,S2,34,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_41_24  ,P1-E1-R,,,,3,Mtr,0.315302061,0.142877029,0,315.302061,0,0,315.302061,0,1,1
125#,125,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_41_24  ,P1-E1-R,,,,3,Mtr,0.006092145,0.003216848,0,6.092145,0,0,6.092145,0,1,0
125M,125,M,S2,32,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_41_24  ,P1-E1-R,,,,3,Mtr,0.007998251,0.004179011,0,7.998251,0,0,7.998251,0,1,1
127#,127,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_41_24  ,P1-E1-R,,,,3,Mtr,0.009254467,0.004808111,0,9.254467,0,0,9.254467,0,1,0
127M,127,M,S2,38,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_41_24  ,P1-E1-R,,,,3,Mtr,0.393389134,0.176739556,0,393.389134,0,0,393.389134,0,1,1
151#,151,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_41_24  ,P1-E1-R,,,,3,Mtr,0.003990865,0.002142135,0,3.990865,0,0,3.990865,0,1,0
151M,151,M,S2,37,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_41_24  ,P1-E1-R,,,,3,Mtr,0.020013438,0.010091668,0,20.013438,0,0,20.013438,0,1,1
163#,163,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_41_24  ,P1-E1-R,,,,3,Mtr,0.003579127,0.001929255,0,3.579127,0,0,3.579127,0,1,0
163F,163,F,S2,76,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_41_24  ,P1-E1-R,,,,3,Mtr,0.001084186,0.000612093,0.000202051,1.084186,0.202051,,1.286237,0,1,0
197#,197,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_41_24  ,P1-E1-R,,,,3,Mtr,0.009183682,0.004772755,0,9.183682,0,0,9.183682,0,1,0
197F,197,F,S2,76,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_41_24  ,P1-E1-R,,,,3,Mtr,0.000164789,0.000100081,2.67E-05,0.164789,0,,0.164789,0,1,0
234#,234,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_41_24  ,P1-E1-R,,,,3,Mtr,0.003938287,0.002115,0,3.938287,0,0,3.938287,0,1,0
234M,234,M,S2,42,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_41_24  ,P1-E1-R,,,,3,Mtr,0.487061008,0.217020018,0,487.061008,0,0,487.061008,0,1,1
238#,238,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_41_24  ,P1-E1-R,,,,3,Mtr,0.004518831,0.002413874,0,4.518831,0,0,4.518831,0,1,0
238M,238,M,S2,51,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_41_24  ,P1-E1-R,,,,3,Mtr,0.227752588,0.104513794,0,227.752588,0,0,227.752588,0,1,1
261#,261,#,S1,21,Coinfected,2980000,993333.3333,P-E-R Coinfection,GxBxH,168_41_24  ,P1-E1-R,,,,3,Mtr,0.018150225,0.009186879,0,18.150225,0,0,18.150225,0,1,0
